OP_UNIQUE_CARRIER,YEAR,delay_ratio,total_flights,delayed_flight_count,CARRIER_NAME
HA,2014,0.028121605492899195,74569,2097,Hawaiian Airlines Inc.
HA,2015,0.041396711918310486,76093,3150,Hawaiian Airlines Inc.
HA,2016,0.030038608024208276,76668,2303,Hawaiian Airlines Inc.
HA,2017,0.04628934594405244,79932,3700,Hawaiian Airlines Inc.
HA,2018,0.042286768758837204,83454,3529,Hawaiian Airlines Inc.
HA,2019,0.04326015426937807,55617,2406,Hawaiian Airlines Inc.
