OP_UNIQUE_CARRIER,YEAR,delay_ratio,total_flights,delayed_flight_count,CARRIER_NAME
HA,2014,0.02209559562914795,74585,1648,Hawaiian Airlines Inc.
HA,2015,0.031621539957172325,76119,2407,Hawaiian Airlines Inc.
HA,2016,0.024137391440419372,76686,1851,Hawaiian Airlines Inc.
HA,2017,0.038368704743562486,79961,3068,Hawaiian Airlines Inc.
HA,2018,0.034712406870613034,83486,2898,Hawaiian Airlines Inc.
HA,2019,0.03508771929824561,55632,1952,Hawaiian Airlines Inc.
